Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
3942,X636iTQ8sd,Pro,CSV columns shifted after upload,"After checking a customer export, we saw that semicolon delimiters from our ERP. The upload file is a UTF-8 CSV created last Friday. It is not urgent, but it affects several users. Can you confirm whether you can keep multiline notes in one column?",Urgent
3943,MC12BdmmPs,Free,Need CSV export before meeting,"After checking an enriched company table, we saw that the export must include all columns. The affected rows are mostly from Germany. The issue affects one workspace, but not another. Could you help us help me split the file?",Urgent
3944,HYpbTfNrhJ,Business,Company matching missed records,"During a cleanup involving contacts with two emails, we found the duplicate groups look too strict. The affected rows are mostly from the United Kingdom. I can share a sample row if needed. What should we check before we preview duplicate groups?",Urgent
3945,o5IdJZosHm,Free,Prompt library request,I need help with classification prompts because we found we test several LLM providers. The upload file is a tab-separated file created from a nightly export. The workspace has 58 active users. The sales team is waiting for the cleaned file. Please share prompts with the workspace and let me know the next step.,Medium
3946,PnP1s1Cs37,Business,Large export is slow,I need help with an enriched company table because we found the export must include all columns. The affected rows are mostly from multiple EMEA offices. The workspace has 58 active users. Finance is waiting for an answer. What is the safest way to send a fresh download link?,Low
3947,fQ9xPUNuHh,Free,Need CSV export before meeting,"After checking a 200k-row collection, we saw that the progress bar has not moved. The affected rows are mostly from the United States. The file has 480 rows and 12 columns. We can work around it today, but need a reliable fix. What should we check before we help me split the file?",Medium
3948,2Khy4XE5FJ,Pro,Encoding issue in names,We ran into an issue with Italian city names: UTF-8 worked in Excel but not after upload. The affected rows are mostly from Germany. Finance is waiting for an answer. Can you help us fix the encoding?,High
3949,UCogkxKGCF,Free,Duplicates are not detected,I need help with contacts with two emails because we found some URLs include tracking parameters. The workspace has 3 active users. Finance is waiting for an answer. What is the safest way to keep the newest value?,Urgent
3950,HQYhXDx3Ra,Pro,Encoding issue in names,"During a cleanup involving German company names, we found the file mixes old and new rows. The affected rows are mostly from France. The file has 1,000,000 rows and 28 columns. I can share a sample row if needed. Please convert the file to clean UTF-8 and let me know the next step.",High
3951,xQ0wjrUnyM,Enterprise,Company matching missed records,"While preparing names with typos for a deadline, we found one source has old values. This started after we exported from Google Sheets. We need this before a customer meeting. Is there a way to export a change log?",Low
3952,nAemrWZ8ly,Starter,Need help merging duplicate rows,"During a cleanup involving accounts from two CRMs, we found one source has old values. We are using Edge on macOS. We are testing this on a small file before running the full import. What should we check before we keep the newest value?",Medium
3953,f8MDPZN1Sn,Enterprise,Save AI prompts for the team,"During a cleanup involving research prompts, we found we need approvals before changing prompts. The upload file is a UTF-8 CSV created this morning. The affected rows are mostly from France. I can share a sample row if needed. Could you help us compare prompt outputs?",Medium
3954,X0s6cAcPTv,Starter,Broken accents after import,"After checking German company names, we saw that the export was saved on a Windows laptop. The file has 250,000 rows and 120 columns. The affected rows are mostly from Spain. This is blocking today's cleanup work. Please re-export the file correctly and let me know the next step.",Medium
3955,HwBBzAYCJ2,Pro,Commas broke my import,"During a cleanup involving a vendor list, we found empty columns near the end. The workspace has 3 active users. The file has 1,200 rows and 12 columns. The same workflow worked last week. What should we check before we identify the failed rows?",Low
3956,sQel5ztaBV,Enterprise,Cannot access workspace,We ran into an issue with a contractor login: SSO redirects to the wrong workspace. This started after we exported from Excel. The affected rows are mostly from multiple EMEA offices. We need this before a customer meeting. What should we check before we update the login email?,Urgent
3957,gihjNH27Wz,Business,Need help merging duplicate rows,"The workflow related to accounts from two CRMs reported some rows have empty phone numbers. The file has 24,000 rows and 86 columns. The issue affects one workspace, but not another. Can you confirm whether you can preview duplicate groups?",Medium
3958,zEJAz53Rre,Starter,Invoice has extra seats,"The workflow related to a duplicate subscription reported the card was charged this morning. The file has 1,000,000 rows and 47 columns. This started after we exported from Excel. It is not urgent, but it affects several users. What is the safest way to confirm the active seats?",Urgent
3959,5cD47JhaQn,Pro,Duplicates are not detected,"While preparing domains with tracking parameters for a deadline, we found the duplicate groups look too strict. The workspace has 7 active users. It is not urgent, but it affects several users. Please ignore empty fields during merge and let me know the next step.",High
3960,QpxBDGP2Dy,Enterprise,Broken accents after import,"I need help with Portuguese product descriptions because we found the export was saved on a Windows laptop. The affected rows are mostly from multiple EMEA offices. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. Is there a way to keep accents readable?",Urgent
3961,WtJbGmQB5T,Starter,Auto-run stopped processing rows,The workflow related to email addresses reported auto-run did not pick up new rows. The upload file is a CSV created during a migration test. The sales team is waiting for the cleaned file. What is the safest way to disable auto-run temporarily?,Medium
3962,bwBio5uh6a,Business,Company matching missed records,We ran into an issue with accounts from two CRMs: one source has old values. The upload file is a tab-separated file created during a migration test. The affected rows are mostly from Spain. I can share a sample row if needed. Please merge the best values and let me know the next step.,High
3963,E5kmFAHs7k,Free,Commas broke my import,"A teammate checked a CRM backup and found quoted values from Excel. This started after we exported from Pipedrive. The workspace has 58 active users. It is not urgent, but it affects several users. What is the safest way to identify the failed rows?",Low
3964,irlY7D4HQM,Pro,Company matching missed records,"After checking leads from event lists, we saw that some rows have empty phone numbers. The affected rows are mostly from the United Kingdom. This is blocking today's cleanup work. Can you help us ignore empty fields during merge?",Low
3965,L79TWaMtDj,Starter,Reusable prompt templates,"After checking cleaning prompts, we saw that we want fewer copy-paste mistakes. The workspace has 3 active users. The sales team is waiting for the cleaned file. What is the safest way to share prompts with the workspace?",High
3966,ljOIBbA7UC,Free,Auto-run stopped processing rows,"The workflow related to website URLs reported the log shows a timeout. We are using Safari on Windows. This started after we exported from Excel. The issue affects one workspace, but not another. Could you help us explain the error?",Urgent
3967,gTuGLat1bb,Free,Need help merging duplicate rows,"During a cleanup involving accounts from two CRMs, we found one source has old values. The workspace has 3 active users. We are using Edge on Windows. Finance is waiting for an answer. Can you help us merge the best values?",Urgent
3968,4ucd8oDgiy,Enterprise,Large export is slow,A teammate checked a 200k-row collection and found the download link expired. The upload file is a semicolon CSV created yesterday. This started after we exported from Google Sheets. The same workflow worked last week. Can you confirm whether you can confirm whether the export is still running?,Low
3969,0ZxVzFCFwJ,Business,Commas broke my import,A teammate checked a customer export and found commas in the notes field. The workspace has 58 active users. This started after we exported from Excel. We are testing this on a small file before running the full import. What is the safest way to repair the import?,Medium
3970,ltOOgT3D5R,Enterprise,Invoice has extra seats,We ran into an issue with an annual plan upgrade: the change was made last month. The affected rows are mostly from Spain. We are testing this on a small file before running the full import. Can you confirm whether you can update billing before renewal?,Urgent
3971,miYjZ6VyCV,Starter,Need help merging duplicate rows,We ran into an issue with accounts from two CRMs: one source has old values. The affected rows are mostly from Canada. This is blocking today's cleanup work. What is the safest way to tune the matching rules?,Medium
3972,kUXeifvJaF,Enterprise,CSV columns shifted after upload,A teammate checked a supplier spreadsheet and found quoted values from Excel. The affected rows are mostly from Germany. We are testing this on a small file before running the full import. Can you help us upload the file safely?,Urgent
3973,Q0CcbTvbwd,Free,Company matching missed records,I need help with names with typos because we found some URLs include tracking parameters. The workspace has 58 active users. This started after we exported from Pipedrive. We are testing this on a small file before running the full import. Could you help us keep the newest value?,High
3974,ggTo0jDEnY,Starter,Need help merging duplicate rows,"While preparing leads from event lists for a deadline, we found some URLs include tracking parameters. The workspace has 3 active users. I can share a sample row if needed. Could you help us export a change log?",High
3975,MewtUseh5h,Pro,Prompt library request,"The workflow related to classification prompts reported we run the same prompt every week. The affected rows are mostly from France. The file has 1,000,000 rows and 47 columns. This is blocking today's cleanup work. Can you help us compare prompt outputs?",High
3976,agUwVwFBG1,Enterprise,Company matching missed records,A teammate checked contacts with two emails and found one source has old values. We are using Edge on Windows. We need this before a customer meeting. Can you confirm whether you can ignore empty fields during merge?,Medium
3977,PkHhPZi6nn,Business,Invoice has extra seats,The workflow related to an old workspace reported the receipt does not match our purchase order. This started after we exported from Airtable. I can share a sample row if needed. What is the safest way to send a revised receipt?,Urgent
3978,lzu2kq4mCx,Free,Scheduled enrichment did not finish,I need help with company domains because we found the run stopped overnight. We are using Safari on Windows. Finance is waiting for an answer. What should we check before we disable auto-run temporarily?,Low
3979,C862DyzSwq,Enterprise,Locked out after email change,"We ran into an issue with the owner account: the browser shows a permission error. The upload file is a CSV created last Friday. It is not urgent, but it affects several users. Is there a way to update the login email?",Urgent
3980,DuUw2dC88L,Pro,Export has been running too long,"After checking a 200k-row collection, we saw that the file is needed for a scheduled import. The workspace has 14 active users. Finance is waiting for an answer. Please send a fresh download link and let me know the next step.",Low
3981,mAVgYm3EtI,Free,Company matching missed records,I need help with domains with tracking parameters because we found some URLs include tracking parameters. We are using Safari on Ubuntu. The affected rows are mostly from France. We are testing this on a small file before running the full import. Could you help us ignore empty fields during merge?,Low
3982,fexw1zgR8Z,Free,Large export is slow,"During a cleanup involving a full product table, we found the file is needed for a scheduled import. We are using Safari on macOS. We are testing this on a small file before running the full import. Could you help us export only visible columns?",Medium
3983,p9PuPsJKZQ,Business,Password reset did not work,"During a cleanup involving a teammate account, we found the reset email never arrived. The workspace has 58 active users. The file has 1,200 rows and 12 columns. The same workflow worked last week. What is the safest way to update the login email?",Low
3984,NNO2IcP1bA,Enterprise,Unexpected charge on invoice,"During a cleanup involving an annual plan upgrade, we found the card was charged this morning. The file has 24,000 rows and 86 columns. We need this before a customer meeting. What should we check before we explain the charge?",Urgent
3985,z5qykPHXGG,Starter,Unexpected charge on invoice,"After checking a trial account, we saw that the change was made last month. The upload file is a semicolon CSV created last Friday. The file has 1,000,000 rows and 28 columns. We need this before a customer meeting. Can you help us confirm the active seats?",Medium
3986,PC4OeyREVb,Starter,Company matching missed records,"After checking accounts from two CRMs, we saw that the same company appears with local branches. The file has 1,000,000 rows and 47 columns. The sales team is waiting for the cleaned file. Can you confirm whether you can preview duplicate groups?",Low
3987,DW78uN6LZA,Starter,Locked out after email change,"During a cleanup involving a teammate account, we found SSO redirects to the wrong workspace. We are using Edge on Ubuntu. The file has 100,000 rows and 86 columns. We need this before a customer meeting. What is the safest way to send a recovery link?",High
3988,m3b1qbxwav,Starter,Export has been running too long,I need help with a 1M-row CSV because we found the download link expired. The upload file is a Excel export created from a nightly export. I can share a sample row if needed. Please retry the job and let me know the next step.,High
3989,KCOHwlQI3x,Enterprise,Locked out after email change,"While preparing the owner account for a deadline, we found SSO redirects to the wrong workspace. We are using Safari on macOS. It is not urgent, but it affects several users. What is the safest way to resend the invitation?",High
3990,jptQUsFk23,Business,Large export is slow,We ran into an issue with a 200k-row collection: the download link expired. We are using Edge on Windows. The same workflow worked last week. Please confirm whether the export is still running and let me know the next step.,Urgent
3991,KiGRUrSuHI,Pro,Commas broke my import,"During a cleanup involving a product catalog, we found line breaks inside addresses. We are using Safari on Windows. The same workflow worked last week. Can you help us keep multiline notes in one column?",Urgent
3992,p5oqpbX911,Starter,Company matching missed records,"I need help with domains with tracking parameters because we found the duplicate groups look too strict. This started after we exported from Excel. The issue affects one workspace, but not another. Is there a way to preview duplicate groups?",Low
3993,Q8d4x6UHp6,Business,CSV columns shifted after upload,"The workflow related to an order history file reported semicolon delimiters from our ERP. The affected rows are mostly from the United Kingdom. The issue affects one workspace, but not another. Is there a way to upload the file safely?",Medium
3994,yyDjgbIgTq,Business,Locked out after email change,"After checking my admin account, we saw that the invite link has expired. The affected rows are mostly from the United Kingdom. We need this before a customer meeting. What is the safest way to update the login email?",Low
3995,ZYhiurPZGt,Business,Export has been running too long,The workflow related to a deduplicated lead list reported the progress bar has not moved. The affected rows are mostly from multiple EMEA offices. The sales team is waiting for the cleaned file. Is there a way to export only visible columns?,Low
3996,DHPgxBKDkX,Pro,Prompt library request,"During a cleanup involving research prompts, we found different teammates need the same instructions. The upload file is a semicolon CSV created last Friday. It is not urgent, but it affects several users. Could you help us save reusable templates?",Low
3997,sPWcqaIBzI,Enterprise,Scheduled enrichment did not finish,"During a cleanup involving LinkedIn URLs, we found the run stopped overnight. The workspace has 26 active users. Finance is waiting for an answer. Could you help us restart the run?",Medium
3998,wpKrZ2ZDPM,Starter,CSV columns shifted after upload,I need help with a lead file because we found quoted values from Excel. The affected rows are mostly from the United Kingdom. The same workflow worked last week. Can you help us repair the import?,Low
3999,WtkweVAosu,Pro,Webhook failed during enrichment,"During a cleanup involving LinkedIn URLs, we found the log shows a timeout. The file has 1,000,000 rows and 120 columns. This is blocking today's cleanup work. What should we check before we disable auto-run temporarily?",Urgent
4000,9I6M0Js9tx,Free,Export has been running too long,"After checking a deduplicated lead list, we saw that the download link expired. This started after we exported from Google Sheets. We are testing this on a small file before running the full import. What is the safest way to confirm whether the export is still running?",High
4001,ukAuTCUThq,Pro,Password reset did not work,We ran into an issue with a contractor login: the old email is no longer active. We are using Safari on macOS. This started after we exported from Shopify. I can share a sample row if needed. Is there a way to restore access?,Urgent
4002,exJResL3IE,Enterprise,Save AI prompts for the team,"While preparing classification prompts for a deadline, we found we run the same prompt every week. The file has 1,000,000 rows and 12 columns. This is blocking today's cleanup work. Could you help us share prompts with the workspace?",High
4003,OHNRudsPNM,Starter,Invoice has extra seats,"The workflow related to a canceled add-on reported the receipt does not match our purchase order. The file has 100,000 rows and 47 columns. We are testing this on a small file before running the full import. Could you help us explain the charge?",High
4004,juxfNJ2b7i,Free,Password reset did not work,A teammate checked the owner account and found the old email is no longer active. The affected rows are mostly from the United Kingdom. We need this before a customer meeting. What is the safest way to check the SSO configuration?,Low
4005,S67yg2Bza2,Business,Need help merging duplicate rows,"During a cleanup involving leads from event lists, we found the same company appears with local branches. We are using Safari on macOS. We are testing this on a small file before running the full import. Can you help us preview duplicate groups?",Medium
4006,fHYvV1fPTT,Free,Invoice has extra seats,"While preparing a trial account for a deadline, we found the renewal date is tomorrow. This started after we exported from an internal admin tool. The workspace has 58 active users. The same workflow worked last week. What is the safest way to send a revised receipt?",Medium
4007,j4a2mwz12F,Starter,Rows split into extra columns,"After checking a vendor list, we saw that tabs copied from Google Sheets. The affected rows are mostly from multiple EMEA offices. The workspace has 26 active users. Finance is waiting for an answer. What is the safest way to repair the import?",Urgent
4008,gtyZbuHPEs,Pro,Commas broke my import,We ran into an issue with a customer export: unescaped quotes in product descriptions. We are using Safari on Ubuntu. We are testing this on a small file before running the full import. Please repair the import and let me know the next step.,Medium
4009,q7A5kVs8pg,Business,Broken accents after import,"The workflow related to Nordic characters reported the file may be Windows-1252. The file has 100,000 rows and 47 columns. The affected rows are mostly from Brazil. We can work around it today, but need a reliable fix. What is the safest way to re-export the file correctly?",Medium
4010,NzwpmUduaK,Starter,Unexpected charge on invoice,"We ran into an issue with a trial account: the change was made last month. The file has 1,200 rows and 28 columns. The upload file is a semicolon CSV created last Friday. We can work around it today, but need a reliable fix. Could you help us explain the charge?",Medium
4011,lmbOYVTkgL,Free,Broken accents after import,"Our team is working on Italian city names, and we found the export was saved on a Windows laptop. This started after we exported from Salesforce. The upload file is a CSV created after a scheduled sync. The issue affects one workspace, but not another. What should we check before we convert the file to clean UTF-8?",Medium
4012,z63rG5Stz6,Starter,Special characters look wrong,I need help with Italian city names because we found some rows came from an old CRM export. This started after we exported from Excel. We need this before a customer meeting. Can you confirm whether you can convert the file to clean UTF-8?,Urgent
4013,wKTOV3RPfb,Business,Special characters look wrong,"Our team is working on smart quotes, and we found some rows came from an old CRM export. The affected rows are mostly from Canada. This is blocking today's cleanup work. What is the safest way to keep accents readable?",Low
4014,FOfBqChimg,Business,Special characters look wrong,The workflow related to French customer names reported the file mixes old and new rows. This started after we exported from Excel. The sales team is waiting for the cleaned file. Could you help us keep accents readable?,Urgent
4015,YlkU7gnfHX,Enterprise,Need help merging duplicate rows,"I need help with names with typos because we found the same company appears with local branches. The file has 1,000,000 rows and 47 columns. We need this before a customer meeting. What is the safest way to export a change log?",Low
4016,KEscDELc2q,Starter,Invoice has extra seats,"I need help with a canceled add-on because we found the invoice was already sent to finance. The affected rows are mostly from the United Kingdom. We can work around it today, but need a reliable fix. Is there a way to send a revised receipt?",Medium
4017,Swn7phrWli,Starter,CSV columns shifted after upload,"During a cleanup involving a customer export, we found line breaks inside addresses. The file has 250,000 rows and 28 columns. The affected rows are mostly from Spain. The sales team is waiting for the cleaned file. Can you help us upload the file safely?",High
4018,8KQ6DdmvCe,Free,Webhook failed during enrichment,We ran into an issue with company domains: the run stopped overnight. We are using Chrome on macOS. The affected rows are mostly from Germany. Finance is waiting for an answer. Please show failed rows and let me know the next step.,Urgent
4019,9E8WrSgrLa,Enterprise,Cannot access workspace,We ran into an issue with a teammate account: SSO redirects to the wrong workspace. The upload file is a Excel export created last Friday. The same workflow worked last week. What should we check before we check the SSO configuration?,Low
4020,6eem47Z9xZ,Business,Locked out after email change,"While preparing my admin account for a deadline, we found the reset email never arrived. The workspace has 14 active users. We are using Chrome on Windows. This is blocking today's cleanup work. Is there a way to check the SSO configuration?",Medium
4021,B0jeA3fMkE,Business,Export has been running too long,The workflow related to an enriched company table reported the download link expired. The upload file is a CSV created after a scheduled sync. The same workflow worked last week. Is there a way to help me split the file?,Medium
4022,bDAnXre2Nt,Starter,CSV columns shifted after upload,"During a cleanup involving a webinar attendee list, we found line breaks inside addresses. This started after we exported from HubSpot. We are using Edge on macOS. We are testing this on a small file before running the full import. Is there a way to identify the failed rows?",High
4023,hIPeXvjrri,Business,Invoice has extra seats,"While preparing two removed users for a deadline, we found the renewal date is tomorrow. The affected rows are mostly from Canada. The same workflow worked last week. Can you confirm whether you can explain the charge?",Urgent
4024,crrvH3bvCT,Business,Need help merging duplicate rows,"During a cleanup involving leads from event lists, we found the duplicate groups look too strict. The workspace has 7 active users. We are testing this on a small file before running the full import. Could you help us ignore empty fields during merge?",High
4025,tTTlxZZDWy,Business,CSV columns shifted after upload,"We ran into an issue with a CRM backup: quoted values from Excel. This started after we exported from Pipedrive. The affected rows are mostly from France. We can work around it today, but need a reliable fix. Can you help us repair the import?",Low
4026,1EwO5zIf0P,Business,Locked out after email change,We ran into an issue with a new SSO user: the browser shows a permission error. The affected rows are mostly from Spain. We are using Safari on Windows. This is blocking today's cleanup work. What is the safest way to send a recovery link?,Urgent
4027,aiKliGZ8vN,Free,CSV columns shifted after upload,"While preparing a customer export for a deadline, we found unescaped quotes in product descriptions. The file has 1,200 rows and 28 columns. The same workflow worked last week. Is there a way to keep multiline notes in one column?",High
4028,8hqvwpBfsM,Free,Need help merging duplicate rows,"Our team is working on contacts with two emails, and we found the same company appears with local branches. This started after we exported from Pipedrive. The same workflow worked last week. Could you help us keep the newest value?",Low
4029,nEtvHGS9Q0,Pro,Export has been running too long,"A teammate checked a deduplicated lead list and found the export must include all columns. We are using Edge on iPadOS. It is not urgent, but it affects several users. Can you help us confirm whether the export is still running?",High
4030,TdCr99u685,Free,Scheduled enrichment did not finish,"After checking website URLs, we saw that only some rows were processed. We are using Firefox on Windows. This is blocking today's cleanup work. What is the safest way to disable auto-run temporarily?",Low
4031,uMhSToqwV8,Pro,Locked out after email change,"After checking a contractor login, we saw that the browser shows a permission error. This started after we exported from Salesforce. We are testing this on a small file before running the full import. Please resend the invitation and let me know the next step.",High
4032,DXI6uiA86f,Pro,Reusable prompt templates,"While preparing translation prompts for a deadline, we found we want fewer copy-paste mistakes. We are using Firefox on Windows. It is not urgent, but it affects several users. Is there a way to apply a template to new files?",Medium
4033,nAIoet1uZ7,Starter,Duplicates are not detected,A teammate checked domains with tracking parameters and found the duplicate groups look too strict. We are using Chrome on Ubuntu. The sales team is waiting for the cleaned file. What should we check before we keep the newest value?,Low
4034,IFMrkyy5Pb,Starter,Broken accents after import,"During a cleanup involving Italian city names, we found the file may be Windows-1252. The file has 250,000 rows and 86 columns. This started after we exported from Pipedrive. It is not urgent, but it affects several users. Please re-export the file correctly and let me know the next step.",Low
4035,4i5Yexebu7,Starter,Special characters look wrong,"During a cleanup involving French customer names, we found some rows came from an old CRM export. This started after we exported from HubSpot. I can share a sample row if needed. What is the safest way to keep accents readable?",High
4036,PyuX3fwt3j,Free,Commas broke my import,"Our team is working on a product catalog, and we found semicolon delimiters from our ERP. The affected rows are mostly from Brazil. The file has 1,000,000 rows and 12 columns. It is not urgent, but it affects several users. Could you help us identify the failed rows?",Low
4037,QGyPQsDYW9,Starter,Locked out after email change,"The workflow related to a teammate account reported the invite link has expired. The workspace has 14 active users. The issue affects one workspace, but not another. Is there a way to transfer ownership?",Urgent
4038,Rbh8GubiID,Pro,Encoding issue in names,A teammate checked Italian city names and found the file mixes old and new rows. This started after we exported from Airtable. This is blocking today's cleanup work. Please keep accents readable and let me know the next step.,High
4039,izpk1DeRbU,Starter,Auto-run stopped processing rows,"While preparing email addresses for a deadline, we found credits were consumed before the failure. The workspace has 7 active users. The upload file is a CSV created this morning. The issue affects one workspace, but not another. Could you help us avoid duplicate charges?",Urgent
4040,gXJ3rS34D3,Business,Webhook failed during enrichment,"I need help with LinkedIn URLs because we found only some rows were processed. The workspace has 58 active users. We can work around it today, but need a reliable fix. Can you help us avoid duplicate charges?",Medium
4041,i5myVwPiQy,Business,Auto-run stopped processing rows,"I need help with email addresses because we found only some rows were processed. The file has 1,200 rows and 120 columns. We can work around it today, but need a reliable fix. What is the safest way to explain the error?",Urgent
4042,15jV85fXl0,Business,Scheduled enrichment did not finish,"Our team is working on LinkedIn URLs, and we found the log shows a timeout. The affected rows are mostly from multiple EMEA offices. It is not urgent, but it affects several users. Can you confirm whether you can explain the error?",Urgent
4043,eEYgK3NLzE,Enterprise,Password reset did not work,A teammate checked the owner account and found the old email is no longer active. The affected rows are mostly from Brazil. Finance is waiting for an answer. What is the safest way to resend the invitation?,High
4044,SafP77TNN0,Starter,Reusable prompt templates,"Our team is working on research prompts, and we found we run the same prompt every week. The file has 8,500 rows and 47 columns. I can share a sample row if needed. Could you help us share prompts with the workspace?",Medium
4045,v44XCFW4vW,Enterprise,Billing amount looks wrong,"I need help with a canceled add-on because we found the receipt does not match our purchase order. The file has 480 rows and 120 columns. We can work around it today, but need a reliable fix. Can you confirm whether you can update billing before renewal?",Medium
4046,vSEdrT5T2n,Free,Reusable prompt templates,"The workflow related to support triage prompts reported different teammates need the same instructions. The affected rows are mostly from Germany. The workspace has 3 active users. We can work around it today, but need a reliable fix. Could you help us apply a template to new files?",Low
4047,Als8y8J8P4,Business,Need CSV export before meeting,"While preparing an enriched company table for a deadline, we found the download link expired. We are using Chrome on Windows. The workspace has 3 active users. The sales team is waiting for the cleaned file. What is the safest way to retry the job?",Low
4048,nORulTUr3R,Enterprise,Prompt library request,"After checking translation prompts, we saw that we need approvals before changing prompts. The file has 24,000 rows and 28 columns. It is not urgent, but it affects several users. Please save reusable templates and let me know the next step.",Medium
4049,aeltqizMRl,Starter,Auto-run stopped processing rows,We ran into an issue with company domains: credits were consumed before the failure. This started after we exported from Pipedrive. We are using Safari on Ubuntu. The same workflow worked last week. What should we check before we restart the run?,High
4050,4lW1PI3dDY,Pro,Large export is slow,"Our team is working on a deduplicated lead list, and we found the file is needed for a scheduled import. The affected rows are mostly from Spain. This is blocking today's cleanup work. What should we check before we speed up the export?",Urgent
4051,UYbeueVK61,Pro,Scheduled enrichment did not finish,We ran into an issue with website URLs: the log shows a timeout. This started after we exported from Excel. This is blocking today's cleanup work. Can you help us explain the error?,High
4052,bdWiRHd6Ao,Business,Save AI prompts for the team,"After checking support triage prompts, we saw that we want fewer copy-paste mistakes. The upload file is a UTF-8 CSV created during a migration test. We can work around it today, but need a reliable fix. Is there a way to track prompt versions?",Urgent
4053,5K51uSVQuP,Business,Export has been running too long,The workflow related to an enriched company table reported the browser tab was closed by mistake. The upload file is a semicolon CSV created this morning. This is blocking today's cleanup work. Please retry the job and let me know the next step.,Low
4054,VED73nkCJL,Enterprise,CSV columns shifted after upload,"Our team is working on a vendor list, and we found tabs copied from Google Sheets. The file has 250,000 rows and 86 columns. Finance is waiting for an answer. What is the safest way to recover the original columns?",Urgent
4055,CXjCUrNgb9,Starter,Save AI prompts for the team,"A teammate checked translation prompts and found different teammates need the same instructions. We are using Chrome on macOS. It is not urgent, but it affects several users. What is the safest way to share prompts with the workspace?",Low
4056,ZnHvPkCkrc,Pro,Invoice has extra seats,A teammate checked a duplicate subscription and found the card was charged this morning. The upload file is a UTF-8 CSV created this morning. We are using Chrome on macOS. The same workflow worked last week. Is there a way to correct the invoice?,Medium
4057,z7paencgOD,Enterprise,Need CSV export before meeting,"During a cleanup involving an enriched company table, we found the browser tab was closed by mistake. The file has 1,000,000 rows and 47 columns. The issue affects one workspace, but not another. Could you help us send a fresh download link?",Low
4058,jFsV8JpKol,Enterprise,Broken accents after import,The workflow related to Nordic characters reported UTF-8 worked in Excel but not after upload. We are using Chrome on macOS. Finance is waiting for an answer. Can you help us detect the right file encoding?,Medium
4059,gTc1BnP5Ye,Business,Rows split into extra columns,A teammate checked a CRM backup and found commas in the notes field. The upload file is a tab-separated file created this morning. We are using Firefox on Windows. We need this before a customer meeting. What is the safest way to normalize the delimiter?,Urgent
4060,X69YCDB7ZK,Free,Save AI prompts for the team,"Our team is working on lead scoring prompts, and we found we need approvals before changing prompts. The affected rows are mostly from Canada. We can work around it today, but need a reliable fix. Please compare prompt outputs and let me know the next step.",High
4061,PZdCYuQY4q,Enterprise,Export has been running too long,"While preparing a full product table for a deadline, we found the export must include all columns. The workspace has 26 active users. The sales team is waiting for the cleaned file. Please help me split the file and let me know the next step.",High
4062,Zrue8ls65G,Enterprise,Special characters look wrong,We ran into an issue with French customer names: the export was saved on a Windows laptop. The workspace has 58 active users. This is blocking today's cleanup work. Is there a way to detect the right file encoding?,High
4063,fOKezzm6BL,Starter,Reusable prompt templates,"After checking translation prompts, we saw that we need approvals before changing prompts. The upload file is a semicolon CSV created this morning. The file has 8,500 rows and 120 columns. We can work around it today, but need a reliable fix. Please share prompts with the workspace and let me know the next step.",High
4064,5V9wTh5lHR,Enterprise,Invoice has extra seats,"While preparing a trial account for a deadline, we found the change was made last month. The file has 8,500 rows and 12 columns. The same workflow worked last week. Can you help us explain the charge?",Urgent
4065,fYWinc9wdi,Business,Scheduled enrichment did not finish,A teammate checked company domains and found the run stopped overnight. This started after we exported from Pipedrive. The sales team is waiting for the cleaned file. Please resume from the failed rows and let me know the next step.,Medium
4066,9v9pgZ7GU6,Enterprise,CSV columns shifted after upload,"A teammate checked a lead file and found line breaks inside addresses. The workspace has 3 active users. The file has 24,000 rows and 120 columns. I can share a sample row if needed. Is there a way to identify the failed rows?",Medium
4067,wIzdMyZm4j,Pro,Cannot access workspace,"The workflow related to the owner account reported the reset email never arrived. We are using Firefox on macOS. The file has 100,000 rows and 86 columns. Finance is waiting for an answer. Can you confirm whether you can transfer ownership?",Low
4068,sEwcZojw2g,Business,Export has been running too long,"During a cleanup involving a 1M-row CSV, we found the browser tab was closed by mistake. The affected rows are mostly from Brazil. We can work around it today, but need a reliable fix. Can you help us help me split the file?",High
4069,s6QL5s3veD,Starter,Encoding issue in names,We ran into an issue with Spanish addresses: the file mixes old and new rows. The affected rows are mostly from Germany. This started after we exported from HubSpot. I can share a sample row if needed. Could you help us detect the right file encoding?,Urgent
4070,4LZNodh81j,Free,Auto-run stopped processing rows,I need help with LinkedIn URLs because we found auto-run did not pick up new rows. The upload file is a Excel export created last Friday. We need this before a customer meeting. Can you help us show failed rows?,High
4071,q8siaIum0L,Enterprise,CSV columns shifted after upload,"Our team is working on a vendor list, and we found quoted values from Excel. We are using Edge on Windows. The issue affects one workspace, but not another. Could you help us identify the failed rows?",Urgent
4072,wxoohSWwzc,Free,Reusable prompt templates,"During a cleanup involving research prompts, we found we want fewer copy-paste mistakes. The upload file is a UTF-8 CSV created yesterday. We are testing this on a small file before running the full import. Could you help us apply a template to new files?",Medium
4073,kjPbMi7j6n,Starter,Need CSV export before meeting,We ran into an issue with a 200k-row collection: the progress bar has not moved. The upload file is a UTF-8 CSV created from a nightly export. The same workflow worked last week. Can you confirm whether you can speed up the export?,Urgent
